,index,_id,rt,stimulus,response,response_correct,stimURL,chunk_id,rep,block_number,composite_duration,chunk_duration,participant_condition,compatible_trial,validity,talls_name,wides_name,part_type,part_a,part_b,compatible_condition,trial_type,trial_index,time_elapsed,internal_node_id,datatype,experimentName,iterationName,workerID,gameID,compatibility,composite_id,trial_bin,flagRT
535,535,616797eb9075de37027a21bd,819.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,True,invalid,talls_102_126,wides_024_011,wide,wide_013,wide_010,A,tower-zipping,78,1272928,0.0-78.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_102_126.png,6.0,False
536,536,616797ef9075de37027a21be,1289.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,False,invalid,talls_102_126,wides_024_011,tall,tall_100,tall_118,B,tower-zipping,79,1276896,0.0-79.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_102_126.png,7.0,False
537,537,616797f39075de37027a21bf,1231.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,80,1280196,0.0-80.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,7.0,False
538,538,616797f69075de37027a21c0,1222.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,False,invalid,talls_100_118,wides_013_010,wide,wide_024,wide_023,none,tower-zipping,81,1283718,0.0-81.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,7.0,False
539,539,616797fa9075de37027a21c1,1246.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,False,invalid,talls_100_118,wides_013_010,tall,tall_102,tall_127,none,tower-zipping,82,1287511,0.0-82.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,7.0,False
540,540,616797fe9075de37027a21c2,1076.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,True,invalid,talls_102_126,wides_024_011,wide,wide_010,wide_013,A,tower-zipping,83,1291785,0.0-83.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_102_126.png,7.0,False
541,541,616798029075de37027a21c3,845.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,84,1295401,0.0-84.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_102_126.png,7.0,False
542,542,616798069075de37027a21c4,1267.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,85,1299613,0.0-85.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_122_127.png,7.0,False
543,543,6167980b9075de37027a21c5,2418.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,True,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,86,1304614,0.0-86.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_102_126.png,7.0,False
544,544,616798109075de37027a21c6,1317.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,True,invalid,talls_122_127,wides_025_023,tall,tall_118,tall_100,A,tower-zipping,87,1309168,0.0-87.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_122_127.png,7.0,False
545,545,616798139075de37027a21c7,1099.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,False,invalid,talls_122_127,wides_025_023,wide,wide_010,wide_013,B,tower-zipping,88,1313038,0.0-88.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_122_127.png,7.0,False
546,546,616798189075de37027a21c8,1683.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,False,invalid,talls_100_118,wides_013_010,tall,tall_122,tall_126,none,tower-zipping,89,1317249,0.0-89.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,7.0,False
547,547,6167981b9075de37027a21c9,1040.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,90,1320806,0.0-90.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,8.0,False
548,548,616798349075de37027a21ca,21552.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,91,1345095,0.0-91.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,8.0,True
549,549,616798379075de37027a21cb,1054.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,False,invalid,talls_102_126,wides_024_011,tall,tall_118,tall_100,B,tower-zipping,92,1348703,0.0-92.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_102_126.png,8.0,False
550,550,6167983b9075de37027a21cc,844.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,False,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,93,1352295,0.0-93.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_122_127.png,8.0,False
551,551,6167983f9075de37027a21cd,1477.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,1000,1000,A,False,invalid,talls_100_118,wides_013_010,wide,wide_025,wide_011,none,tower-zipping,94,1356090,0.0-94.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,8.0,False
552,552,616798429075de37027a21ce,1040.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,95,1359643,0.0-95.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,8.0,False
553,553,616798459075de37027a21cf,844.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,True,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,96,1362786,0.0-96.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_102_126.png,8.0,False
554,554,616798499075de37027a21d0,1268.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,False,invalid,talls_100_118,wides_013_010,tall,tall_127,tall_122,none,tower-zipping,97,1366594,0.0-97.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,8.0,False
555,555,6167984d9075de37027a21d1,1257.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,98,1370168,0.0-98.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_122_127.png,8.0,False
556,556,616798509075de37027a21d2,1044.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,False,invalid,talls_122_127,wides_025_023,wide,wide_013,wide_011,B,tower-zipping,99,1373333,0.0-99.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_122_127.png,8.0,False
557,557,616798539075de37027a21d3,852.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,100,1376717,0.0-100.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,8.0,False
558,558,616798579075de37027a21d4,1035.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,False,invalid,talls_100_118,wides_013_010,wide,wide_023,wide_025,none,tower-zipping,101,1380517,0.0-101.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,8.0,False
559,559,6167985a9075de37027a21d5,1040.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,102,1383656,0.0-102.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_102_126.png,8.0,False
560,560,6167985e9075de37027a21d6,1036.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,False,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,103,1387391,0.0-103.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_122_127.png,9.0,False
561,561,616798629075de37027a21d7,845.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,True,invalid,talls_102_126,wides_024_011,wide,wide_013,wide_023,A,tower-zipping,104,1391186,0.0-104.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_102_126.png,9.0,False
562,562,616798669075de37027a21d8,1454.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,True,invalid,talls_122_127,wides_025_023,tall,tall_100,tall_126,A,tower-zipping,105,1395340,0.0-105.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_122_127.png,9.0,False
563,563,6167986a9075de37027a21d9,1033.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,1000,1000,A,False,invalid,talls_102_126,wides_024_011,tall,tall_100,tall_127,B,tower-zipping,106,1398453,0.0-106.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_102_126.png,9.0,False
